Account Name,Opportunity Name,Stage,Close Date,Created Date,Type,Total ACV,Primary Campaign Source,Closed Lost Reason,Law Firm Practice Area,NumofLawyers
"Branstetter, Stranch & Jennings, PLLC","Branstetter, Stranch & Jennings, PLLC-Upsell-[O-6327]",Won,2/24/23,7/6/22,Upsell,12480,DEMO REQUEST-Coyote Cloud-102022,,,12
Mirick O'Connell,Mirick O'Connell-Upsell-[O-8160],Lost,2/22/24,5/9/23,Upsell,12696.96,No Known Campaign Source,Inertia (Provide Details),Corporate & Securities; Family; Tax,68
Kinney & Lange,Kinney & Lange-Cross-Sell-[O-6023],Lost,8/10/23,5/24/22,Cross-Sell,13200,Cold Call,Inertia (Provide Details),Intellectual Property,19
Baird Mandalas Brockstedt Federico,Baird Mandalas Brockstedt Federico-New-[O-9941],Open,12/31/24,2/8/24,New,13608,BDR Outreach,,,24
Margolis Edelstein,Margolis Edelstein-Upsell-[O-11444],Won,7/30/24,7/30/24,Upsell,13750.08,No Known Campaign Source,,Insurance,104
"Sherrard Roe Voigt & Harbison, PLC","Sherrard Roe Voigt & Harbison, PLC-Cross-Sell-[O-11132]",Open,12/6/24,6/20/24,Cross-Sell,13800,Cold Call,,Antitrust,40
McDowell Hetherington LLP,McDowell Hetherington LLP-Cross-Sell-[O-10166],Open,12/27/24,3/8/24,Cross-Sell,14025.6,ContactEase-40%-CrossSell-052424,,Bankruptcy; Class Actions; Energy; Environmental; Healthcare; Insurance; Intellectual Property; Labor & Employment; Patent; Real Estate,66
KRB,KRB-New-[O-11413],Lost,9/4/24,7/24/24,New,14400,Demo Requests-Coyote-Website MQLs-071322,Feature (Provide Details),,
"Kessler & Collins, A Professional Corporation","Kessler & Collins, A Professional Corporation-Cross-Sell-[O-11359]",Open,11/22/24,7/15/24,Cross-Sell,14400,Cold Call,,Bankruptcy; Business Organizations; Commercial; Construction; Corporate & Securities; Healthcare; Insurance; Intellectual Property; Litigation; Oil & Gas; Other; Professional Responsibility; Real Estate; Sports; Trusts & Estates,23
"Krevolin & Horst, LLC","Krevolin & Horst, LLC-New-[O-9560]",Lost,12/13/23,11/16/23,New,14400,BDR Outreach,Functionality (Provide Details),,30
Wood Herron & Evans,Wood Herron & Evans-Cross-Sell-[O-9327],Open,10/30/24,10/3/23,Cross-Sell,14400,Website Demo + Contact Us - Form Submissions,,Intellectual Property; Patent,30
"Groombridge, Wu, Baughman & Stone LLP","Groombridge, Wu, Baughman & Stone LLP-New-[O-8286]",Lost,3/20/24,5/31/23,New,14400,WR-Demo Request-Website-SurePoint.com-PG1142A1,Inertia (Provide Details),,28
Moran Reeves Conn,Moran Reeves Conn-Cross-Sell-[O-7119],Open,11/4/24,11/1/22,Cross-Sell,14400,webinar - ContactEase and Coyote - ON24-090222,,Appellate; Cannibis; Commercial; Construction; Environmental; Healthcare; Labor & Employment; Other; Product Liability; Transportation,16
Moran Reeves Conn,Moran Reeves Conn-Upsell-[O-6952],Lost,1/26/23,10/5/22,Upsell,14400,webinar - ContactEase and Coyote - ON24-090222,Inertia (Provide Details),Appellate; Cannibis; Commercial; Construction; Environmental; Healthcare; Labor & Employment; Other; Product Liability; Transportation,16
"Wick Phillips, LLP","Wick Phillips, LLP-Cross-Sell-[O-6954]",Lost,7/27/23,10/5/22,Cross-Sell,14400,webinar - ContactEase and Coyote - ON24-090222,Inertia (Provide Details),Bankruptcy; Commercial; Construction; Corporate & Securities; Finance & Banking; Healthcare; Insurance; Intellectual Property; Labor & Employment; Mergers & Acquisitions; Oil & Gas; Other; Private & Hedge Funds; Real Estate; Tax; Trusts & Estates,88
"Boylan Code, LLP","Boylan Code, LLP-Cross-Sell-[O-6368]",Lost,6/12/24,7/8/22,Cross-Sell,14400,Cold Call,Inertia (Provide Details),Bankruptcy; Litigation; Real Estate,25
Cannon Heyman Weiss,Cannon Heyman Weiss-Cross-Sell-[O-6001],Won,5/31/23,5/19/22,Cross-Sell,14400,email-ALA 2022 RSVP-4-051322,,Financial Services Regulatory; Nonprofit Organizations; Real Estate; Tax,27
Saxe Doernberger & Vita,Saxe Doernberger & Vita-Upsell-[O-8298],Open,10/31/24,6/5/23,Upsell,14484.96,No Known Campaign Source,,Construction; Insurance; Real Estate,48
Payne & Fears LLP,Payne & Fears LLP-Cross-Sell-[O-11366],Open,12/31/24,7/15/24,Cross-Sell,15000,LMA Booth Visitors 2024,,Commercial; Insurance; Labor & Employment,41
AML Law Group,AML Law Group-New-[O-9734],Lost,3/7/24,1/2/24,New,15000,BDR Outreach,Price (Provide Details),,6
Maynard Nexsen PC,Maynard Nexsen PC-Upsell-[O-7760],Lost,11/16/23,3/31/23,Upsell,15000,No Known Campaign Source,Inertia (Provide Details),Corporate & Securities; Litigation,568
Davis & Gilbert LLP,Davis & Gilbert LLP-Upsell-[O-7739],Lost,6/12/24,3/24/23,Upsell,15000,No Known Campaign Source,Inertia (Provide Details),Commercial Transactions; Intellectual Property; Labor & Employment; Litigation,138
Mansour Gavin L.P.A.,Mansour Gavin L.P.A.-Cross-Sell-[O-5617],Lost,1/25/24,4/5/22,Cross-Sell,15000,CE Integration Data,Inertia (Provide Details),Commercial; Labor & Employment; Real Estate,21
"Kahn, Dees, Donovan & Kahn","Kahn, Dees, Donovan & Kahn-Cross-Sell-[O-12037]",Open,11/27/24,10/16/24,Cross-Sell,15360,,,,33
Carr Maloney P.C.,Carr Maloney P.C.-New-[O-10518],Lost,10/25/24,4/19/24,New,15360,email-LMA Annual Conference-2024-031524-prospects,Inertia (Provide Details),,30
"Neal & Harwell, PLC","Neal & Harwell, PLC-Cross-Sell-[O-9484]",Lost,6/14/24,11/1/23,Cross-Sell,15360,Check-in Call,Inertia (Provide Details),Bankruptcy; Commercial; White Collar,31
"Lewis Longman & Walker, PA","Lewis Longman & Walker, PA-New-[O-7765]",Lost,6/23/23,4/3/23,New,15600,IGNITE-prospect event-030523,Inertia (Provide Details),,37
Gesmer Updegrove LLP,Gesmer Updegrove LLP-New-[O-9486],Lost,1/3/24,11/1/23,New,15744,email-ContactEase-CRM-102523,Inertia (Provide Details),,28
"Garvey, Smith & Nehrbass, Patent Attorneys, L.L.C.","GARVEY, SMITH & NEHRBASS, PATENT ATTORNEYS, L.L.C.-New-[O-7475]",Lost,8/16/23,2/7/23,New,16200,email-webinar-Coyote Overview-1-011323,Price (Provide Details),,7
Marcus & Shapira LLP,Marcus & Shapira LLP-Upsell-[O-6550],Won,3/27/23,7/19/22,Upsell,16208.4,Coyote Transfer Opp,,Antitrust; Construction; Insurance; Intellectual Property; Labor & Employment; Litigation; Personal Injury,20
GTC Law Group PC & Affiliates,GTC Law Group PC & Affiliates-Cross-Sell-[O-10088],Open,12/16/24,2/22/24,Cross-Sell,16320,No Known Campaign Source,,Copyright; Intellectual Property; Mergers & Acquisitions,28
"Ireland Stapleton Pryor & Pascoe, PC","Ireland Stapleton Pryor & Pascoe, PC-Cross-Sell-[O-7388]",Won,1/26/23,1/19/23,Cross-Sell,16320,Website Demo + Contact Us - Form Submissions,,Antitrust; Business Organizations; Energy; Environmental; Finance & Banking; Intellectual Property; Labor & Employment; Litigation; Real Estate,37
"Ireland Stapleton Pryor & Pascoe, PC","Ireland Stapleton Pryor & Pascoe, PC-Cross-Sell-[O-6082]",Lost,2/5/23,6/6/22,Cross-Sell,16320,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),Antitrust; Business Organizations; Energy; Environmental; Finance & Banking; Intellectual Property; Labor & Employment; Litigation; Real Estate,37
"Meadows Collier Reed Cousins Crouch & Ungerman, LLP","Meadows Collier Reed Cousins Crouch & Ungerman, LLP-New-[O-9611]",Lost,10/25/24,11/27/23,New,16416,Cold Call,Inertia (Provide Details),,36
Clapp Peterson Tiemessen Thorsness Johnson,Clapp Peterson Tiemessen Thorsness Johnson-Upsell-[O-6337],Won,3/23/23,7/6/22,Upsell,16476,DEMO REQUEST-Coyote Cloud-102022,,Commercial; Insurance; Labor & Employment; Litigation; Other; Product Liability; Professional Responsibility,5
Alexander Dubose Jefferson,Alexander Dubose Jefferson-Upsell-[O-9235],Won,9/29/23,9/14/23,Upsell,16500,Check-in Call,,Appellate; Arbitration; Litigation; Mediation; Other; Trial & Appellate Litigation,18
Hancock Estabrook LLP,Hancock Estabrook LLP-Upsell-[O-6531],Won,12/11/23,7/18/22,Upsell,16500,Cold Call,,,65
Weissman PC,Weissman PC-Cross-Sell-[O-10829],Lost,6/13/24,5/20/24,Cross-Sell,16632,ContactEase-40%-CrossSell-052424,Feature (Provide Details),Arbitration; Commercial; Environmental; Government; Land Use & Zoning; Litigation; Mediation; Other; Real Estate; Tax; Water,48
Pushor Mitchell LLP,Pushor Mitchell LLP-New-[O-5547],Lost,3/21/24,4/1/22,New,16800,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,37
Keller and Heckman LLP,Keller and Heckman LLP-Upsell-[O-7737],Won,3/28/23,3/23/23,Upsell,16980,Check-in Call,,,75
Berry Law Firm,Berry Law Firm-Cross-Sell-[O-6490],Lost,5/10/23,7/16/22,Cross-Sell,17172,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),Criminal; Personal Injury; Trusts & Estates,12
Dean Mead,Dean Mead-Upsell-[O-7122],Lost,7/8/23,11/1/22,Upsell,17365.92,webinar-ContactEaseCloud #3-102522,Functionality (Provide Details),Business Organizations; Commercial; Construction; Corporate Governance; Finance & Banking; Insurance; Intellectual Property; Labor & Employment; Litigation; Real Estate; Trusts & Estates,49
"Parker, Milliken, Clark, O'Hara & Samuelian,","Parker, Milliken, Clark, O'Hara & Samuelian,-Cross-Sell-[O-9968]",Open,12/15/24,2/13/24,Cross-Sell,17538.96,Check-in Call,,Commercial; Labor & Employment; Litigation,26
Walter Haverfield LLP,Walter Haverfield LLP-Upsell-[O-11395],Won,8/16/24,7/23/24,Upsell,17604,No Known Campaign Source,,Commercial; Education; Land Use & Zoning,52
Richard D. Pullman,Richard D. Pullman-Upsell-[O-9682],Won,12/22/23,12/21/23,Upsell,17604,Check-in Call,,Bankruptcy; Commercial; Finance & Banking; Litigation; Real Estate,1
McGlynn Law LLC,McGlynn Law LLC-Upsell-[O-9660],Won,12/14/23,12/12/23,Upsell,17604,Check-in Call,,,5
Mueller Callis Lander,Mueller Callis Lander-Upsell-[O-9661],Won,12/18/23,12/12/23,Upsell,17604,Check-in Call,,,4
"Duncan & Sevin, LLC","Duncan & Sevin, LLC-Upsell-[O-6351]",Lost,6/13/24,7/6/22,Upsell,17604,Cold Call,Inertia (Provide Details),Construction; Energy; Environmental; Insurance; Oil & Gas; Other; Transportation,2
Longwell Riess LLC,Longwell Riess LLC-New-[O-7458],Won,2/14/23,2/2/23,New,17700,Inbound-Demo-Coyote Analytics,,Real Estate,6
"Allen, Allen, Allen & Allen, PC","Allen, Allen, Allen & Allen, PC-New-[O-9791]",Lost,2/12/24,1/26/24,New,17712,Demo Request-Inbound ContactEase Cross-Sells,Price (Provide Details),,41
Kuchler Polk Weiner LLC,Kuchler Polk Weiner LLC-Upsell-[O-9326],Won,10/25/23,10/2/23,Upsell,17820,Check-in Call,,Energy; Environmental; Labor & Employment; Maritime; Other; Product Liability,17
"Coblentz, Patch, Duffy & Bass, LLP","Coblentz, Patch, Duffy & Bass, LLP-Upsell-[O-8318]",Lost,8/7/24,6/7/23,Upsell,17835.96,webinar-ContactEase-Why CRM Law Firms and Client Relationship Management-022323,Inertia (Provide Details),,99
"HAMMONDS, SILLS, ADKINS & GUICE, LLP","HAMMONDS, SILLS, ADKINS & GUICE, LLP-New-[O-11957]",Lost,11/4/24,10/4/24,New,18000,BDR Outreach,Inertia (Provide Details),,28
Guess & Rudd,Guess & Rudd-New-[O-9446],Won,11/17/23,10/24/23,New,18000,Referred by Employee,,Environmental; Insurance; Labor & Employment; Land Use & Zoning; Mining; Native American; Natural Resources; Oil & Gas; Real Estate,7
Jackson & Campbell,Jackson & Campbell-Upsell-[O-9349],Lost,6/12/24,10/9/23,Upsell,18000,No Known Campaign Source,Inertia (Provide Details),Business Organizations; Healthcare; Insurance; Other; Professional Responsibility; Real Estate; Tax; Trusts & Estates,34
"Mannion Prior, LLP","Mannion Prior, LLP-New-[O-8921]",Lost,9/1/23,7/24/23,New,18000,Cold Call,Inertia (Provide Details),,11
"Fagen Friedman & Fulfrost, LLP","Fagen Friedman & Fulfrost, LLP-Upsell-[O-8179]",Won,5/12/23,5/12/23,Upsell,18000,No Known Campaign Source,,Communications; Construction; Education; Government; Litigation; Other; Public Policy; Real Estate,99
Ponsar Valuation LLC,Ponsar Valuation LLC-New-[O-7849],Lost,6/21/23,4/19/23,New,18000,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),Real Estate,0
Dry Law PLLC,Dry Law PLLC-New-[O-7482],Won,2/18/23,2/9/23,New,18000,Consultant,,Insurance,6
Cathcart & Dooley,Cathcart & Dooley-New-[O-7079],Lost,7/14/23,10/27/22,New,18000,demo-request-COYOTE CLOUD post-webinar survey-102622,Inertia (Provide Details),Construction; Insurance; Product Liability,4
Higier Allen & Lautin,"Higier Allen & Lautin, p.c.-New-[O-6789]",Lost,1/12/23,8/31/22,New,18000,Webinar Demo-COYOTE Overview with Lucas-Registrants-083122,Inertia (Provide Details),Bankruptcy; Corporate & Securities; Labor & Employment; Litigation; Real Estate,31
Carr Allison,Carr Allison-New-[O-5581],Lost,7/25/23,4/5/22,New,18000,CE Integration Data,Inertia (Provide Details),,151
"Gislason & Hunter, LLP","Gislason & Hunter, LLP-Upsell-[O-11369]",Won,7/16/24,7/16/24,Upsell,18096.96,No Known Campaign Source,,Commercial; Copyright; Intellectual Property,24
Slates Harwell LLP,Slates Harwell LLP-Upsell-[O-10732],Lost,6/10/24,5/10/24,Upsell,18468,webinar-Coyote Practice Management for ON PREM-050924,Price (Provide Details),Construction; Contracts; Copyright; Insurance; Litigation; Other; Product Liability; Real Estate,9
"Lobman, Carnahan, Batt, Angelle & Nader, A Professional Corporation","Lobman, Carnahan, Batt, Angelle & Nader, A Professional Corporation-Upsell-[O-10456]",Open,11/26/24,4/4/24,Upsell,18480,Cold Call,,Insurance; Maritime; Other; Transportation,13
"Manning, Fulton & Skinner, P.A.","Manning, Fulton & Skinner, P.A.-Cross-Sell-[O-9126]",Lost,5/14/24,8/25/23,Cross-Sell,18489.96,Cold Call,Price (Provide Details),Corporate & Securities; Insurance; Real Estate; Tax,42
Gibney Anthony & Flaherty,Gibney Anthony & Flaherty-New-[O-11221],Lost,8/15/24,6/25/24,New,18576,demo request-Legal Marketing Association LMA-2024,Inertia (Provide Details),,51
AddyHart P.C.,AddyHart P.C.-New-[O-7536],Won,3/16/23,2/22/23,New,19020,Website Demo + Contact Us - Form Submissions,,Corporate Governance; Intellectual Property; Litigation,8
Health Law Strategists,Health Law Strategists-New-[O-9559],Won,3/14/24,11/16/23,New,19147.92,BDR Outreach,,Healthcare,7
Fluet,Fluet-Cross-Sell-[O-11303],Open,11/25/24,7/11/24,Cross-Sell,19200,No Known Campaign Source,,Corporate Governance; Government; International; Litigation; Other,24
KTBS Law LLP,KTBS Law LLP-Upsell-[O-11099],Open,12/30/24,6/12/24,Upsell,19200,No Known Campaign Source,,Bankruptcy; Commercial; Litigation; Mediation; Mergers & Acquisitions; Other,14
The Law Offices of Jordan DiPalma PLLC,The Law Offices of Jordan DiPalma PLLC-Upsell-[O-9497],Open,12/13/24,11/7/23,Upsell,19200,No Known Campaign Source,,Construction; Insurance; Municipal; Other; Product Liability,6
"Hupp Margolis & Leak, LLC","Hupp Margolis & Leak, LLC-Upsell-[O-8617]",Won,6/26/23,6/26/23,Upsell,19200,No Known Campaign Source,,Class Actions; Medical Malpractice; Personal Injury; Professional Responsibility,5
"Larson King, LLP","Larson King, LLP-New-[O-8258]",Lost,4/30/24,5/22/23,New,19200,WR-Demo Request-0222-Solutions Overview:ContactEase-PG1137A1,Inertia (Provide Details),,37
"Doerner Saunders Daniel & Anderson, LLP","Doerner Saunders Daniel & Anderson, LLP-Upsell-[O-7968]",Lost,11/7/23,4/24/23,Upsell,19200,Check-in Call,Functionality (Provide Details),,38
"Davison, Eastman, Muñoz, Lederman & Paone, P.A.","Davison, Eastman, Muñoz, Lederman & Paone, P.A.-Cross-Sell-[O-7846]",Lost,1/24/24,4/18/23,Cross-Sell,19200,Referred by Employee,Functionality (Provide Details),,22
"Capell & Howard, P.C.","Capell & Howard, P.C.-Cross-Sell-[O-7782]",Lost,5/8/23,4/6/23,Cross-Sell,19200,IGNITE-prospect event-030523,Functionality (Provide Details),Corporate & Securities; Real Estate; Tax,38
Gilbert LLP,Gilbert LLP-Cross-Sell-[O-7701],Lost,9/19/23,3/20/23,Cross-Sell,19200,Demo Request-Inbound ContactEase Cross-Sells,Inertia (Provide Details),Bankruptcy; Insurance; Litigation,32
"Buckingham, Doolittle & Burroughs","Buckingham, Doolittle & Burroughs-New-[O-7635]",Won,12/21/23,3/15/23,New,19200,Website Demo + Contact Us - Form Submissions,,Labor & Employment; Mergers & Acquisitions; Real Estate; Tax,76
"Neuberger, Quinn, Gielen, Rubin & Gibber, P.A.","Neuberger, Quinn, Gielen, Rubin & Gibber, P.A.-New-[O-7416]",Lost,12/18/23,1/26/23,New,19200,WR-Demo Request-0222-Solutions Overview:ContactEase-PG1137A1,Inertia (Provide Details),,32
"Schochor, Federico & Staton PA","Schochor, Federico & Staton PA-New-[O-6261]",Lost,6/15/23,6/28/22,New,19200,Coyote Transfer Opp,Inertia (Provide Details),Malpractice,10
Plauché Smith & Nieset,Plauché Smith & Nieset-New-[O-6149],Lost,2/3/23,6/20/22,New,19200,Demo Requests-Coyote-Website MQLs-071322,Inertia (Provide Details),,15
Mirick O'Connell,Mirick O'Connell-Upsell-[O-11835],Open,11/5/24,9/17/24,Upsell,19296,,,Corporate & Securities; Family; Tax,68
"Rothwell Figg Ernst & Manbeck, P.C.","Rothwell Figg Ernst & Manbeck, P.C.-New-[O-6530]",Won,7/26/23,7/18/22,New,19332,Inbound-ContactEase-DemoRequest,,Intellectual Property; Litigation,45
Radix Law,Radix Law-Upsell-[O-10123],Lost,7/2/24,3/1/24,Upsell,19380,Check-in Call,Inertia (Provide Details),Bankruptcy; Business Organizations; Commercial; Construction; Family; Other; Trusts & Estates,12
"Mincey-Carter, PC","Mincey-Carter, PC-Upsell-[O-7871]",Lost,4/24/23,4/21/23,Upsell,19400.04,Check-in Call,Price (Provide Details),Administrative; Business Organizations; Family; Other; Tax; Trusts & Estates,5
Selman Munson & Lerner,Selman Munson & Lerner-Upsell-[O-6340],Lost,5/1/23,7/6/22,Upsell,19400.04,Check-in Call,Inertia (Provide Details),Business Organizations; Copyright; Corporate & Securities; Energy; Finance & Banking; Healthcare; Intellectual Property; Mergers & Acquisitions; Other; Patent; Real Estate; Tax; Trademark; Venture Capital,15
Quatrini Law Group P.C.,Quatrini Law Group P.C.-Upsell-[O-9753],Open,11/22/24,1/16/24,Upsell,19800,No Known Campaign Source,,Mediation; Other; Personal Injury; Workers Compensation,16
Lovett Bookman Harmon Marks LLP,Lovett Bookman Harmon Marks LLP-New-[O-7555],Won,5/23/23,2/28/23,New,19800,Demo Requests-Coyote-Website MQLs-071322,,Trusts & Estates,9
Partridge Snow & Hahn LLP,Partridge Snow & Hahn LLP-Cross-Sell-[O-5662],Lost,6/14/24,4/7/22,Cross-Sell,20001.6,SurePoint World 2022,Inertia (Provide Details),Bankruptcy; Business Organizations; Corporate & Securities,43
Gardner Law,Gardner Law-Upsell-[O-11770],Lost,9/17/24,9/10/24,Upsell,20064,WR-Demo Request-Website-SurePoint.com-PG1142A1,Functionality (Provide Details),Business Organizations; Commercial; Construction; Contracts; Corporate & Securities; Environmental; Family; Government; Insurance; Labor & Employment; Litigation; Mediation; Other; Real Estate; Trusts & Estates,10
Martzell & Bickford,Martzell & Bickford-Upsell-[O-11096],Open,11/27/24,6/12/24,Upsell,20064,webinar-Coyote Practice Management for ON PREM-050924,,Class Actions; Environmental; Legal Malpractice; Maritime; Oil & Gas; Other; Product Liability,6
Riess LeMieux LLC,Riess LeMieux LLC-Upsell-[O-11088],Won,7/25/24,6/11/24,Upsell,20064,webinar-Coyote Practice Management for ON PREM-050924,,Appellate; Arbitration; Bankruptcy; Class Actions; Commercial; Construction; Energy; Environmental; Financing & Banking; Gaming; Insurance; Labor & Employment; Maritime; Mediation; Municipal; Natural Resources; Real Estate,17
